reason,object_type,object_kind,object_status,card_id,card_full_name,card_type,set_code,collector_number,ability_id,ability_kind,ability_name,ability_status
unsupported_choice,effect,choice,unsupported_choice,R01,Hades - Looking for a Deal,character,010,242,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_targeting,ability,triggered,unsupported_targeting,EI4,Magica De Spell - Shadowy and Sinister,character,010,41,1l8-1,triggered,DARK INCANTATION,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,EI4,Magica De Spell - Shadowy and Sinister,character,010,41,1l8-1,triggered,DARK INCANTATION,unsupported_targeting
unsupported_targeting,effect,shuffle-into-deck,unsupported_targeting,EI4,Magica De Spell - Shadowy and Sinister,character,010,41,1l8-1,triggered,DARK INCANTATION,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,EI4,Magica De Spell - Shadowy and Sinister,character,010,41,1l8-1,triggered,DARK INCANTATION,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,YZf,Megara - Secret Keeper,character,010,86,1af-3,static,I'LL BE FINE,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,Sa5,Megara - Secret Keeper,character,010,213,1af-3,static,I'LL BE FINE,mapped_not_executable
unsupported_targeting,ability,static,unsupported_targeting,qnB,Mickey Mouse - Amber Champion,character,010,23,qnB-1,static,LEADING THE WAY,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,qnB,Mickey Mouse - Amber Champion,character,010,23,qnB-1,static,LEADING THE WAY,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,qnB,Mickey Mouse - Amber Champion,character,010,23,qnB-1,static,LEADING THE WAY,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,65q,Mowgli - Man Cub,character,010,19,65q-1,triggered,HAVE A BETTER LOOK,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,65q,Mowgli - Man Cub,character,010,19,65q-1,triggered,HAVE A BETTER LOOK,unsupported_choice
mapped_not_executable,ability,static,mapped_not_executable,bX2,Mulan - Standing Her Ground,character,010,126,bX2-1,static,FLOWING BLADE,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,tWy,Mulan - Standing Her Ground,character,010,215,bX2-1,static,FLOWING BLADE,mapped_not_executable
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,Gk5,Raksha - Fearless Mother,character,010,107,Gk5-1,static,ON PATROL,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cost-reduction,unsupported_engine_mechanic,Gk5,Raksha - Fearless Mother,character,010,107,Gk5-1,static,ON PATROL,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,rwm,Scrooge McDuck - Cavern Prospector,character,010,18,rwm-2,triggered,SPECULATION,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,rwm,Scrooge McDuck - Cavern Prospector,character,010,18,rwm-2,triggered,SPECULATION,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,rwm,Scrooge McDuck - Cavern Prospector,character,010,18,rwm-2,triggered,SPECULATION,unsupported_engine_mechanic
unsupported_targeting,ability,triggered,unsupported_targeting,NQo,Scrooge McDuck - On the Right Track,character,010,8,ut8-1,triggered,FABULOUS WEALTH,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,NQo,Scrooge McDuck - On the Right Track,character,010,8,ut8-1,triggered,FABULOUS WEALTH,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,NQo,Scrooge McDuck - On the Right Track,character,010,8,ut8-1,triggered,FABULOUS WEALTH,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,NQo,Scrooge McDuck - On the Right Track,character,010,8,ut8-1,triggered,FABULOUS WEALTH,unsupported_targeting
unsupported_targeting,ability,action,unsupported_targeting,imz,Search for Clues,action,010,26,ability,action,,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,imz,Search for Clues,action,010,26,ability,action,,unsupported_targeting
unsupported_targeting,effect,discard,unsupported_targeting,imz,Search for Clues,action,010,26,ability,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,imz,Search for Clues,action,010,26,ability,action,,unsupported_targeting
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Vui,Blessed Bagpipes,item,010,101,1s8-1,triggered,MCDUCK HEIRLOOM,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,Vui,Blessed Bagpipes,item,010,101,1s8-1,triggered,MCDUCK HEIRLOOM,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,Vui,Blessed Bagpipes,item,010,101,1s8-1,triggered,MCDUCK HEIRLOOM,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,os1,Detective's Badge,item,010,166,os1-1,activated,PROTECT AND SERVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,os1,Detective's Badge,item,010,166,os1-1,activated,PROTECT AND SERVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,property-modification,unsupported_engine_mechanic,os1,Detective's Badge,item,010,166,os1-1,activated,PROTECT AND SERVE,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,3sY,Recovered Page,item,010,30,1xi-2,activated,WHISPERED POWER,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,3sY,Recovered Page,item,010,30,1xi-2,activated,WHISPERED POWER,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,4V4,The Black Cauldron,item,010,32,4V4-1,activated,THE CAULDRON CALLS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,4V4,The Black Cauldron,item,010,32,4V4-1,activated,THE CAULDRON CALLS,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,4V4,The Black Cauldron,item,010,32,4V4-2,activated,RISE AND JOIN ME!,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,enable-play-from-under,unsupported_engine_mechanic,4V4,The Black Cauldron,item,010,32,4V4-2,activated,RISE AND JOIN ME!,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,WLA,The Black Cauldron,item,010,225,4V4-1,activated,THE CAULDRON CALLS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,WLA,The Black Cauldron,item,010,225,4V4-1,activated,THE CAULDRON CALLS,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,WLA,The Black Cauldron,item,010,225,4V4-2,activated,RISE AND JOIN ME!,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,enable-play-from-under,unsupported_engine_mechanic,WLA,The Black Cauldron,item,010,225,4V4-2,activated,RISE AND JOIN ME!,unsupported_engine_mechanic
unsupported_targeting,ability,triggered,unsupported_targeting,eWQ,Sleepy Hollow - The Bridge,location,010,136,z63-1,triggered,HEAD FOR THE BRIDGE!,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,eWQ,Sleepy Hollow - The Bridge,location,010,136,z63-1,triggered,HEAD FOR THE BRIDGE!,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,eWQ,Sleepy Hollow - The Bridge,location,010,136,z63-1,triggered,HEAD FOR THE BRIDGE!,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,eWQ,Sleepy Hollow - The Bridge,location,010,136,z63-1,triggered,HEAD FOR THE BRIDGE!,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,eWQ,Sleepy Hollow - The Bridge,location,010,136,z63-1,triggered,HEAD FOR THE BRIDGE!,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,CGw,The Great Illuminary - Abandoned Laboratory,location,010,68,9qd-1,static,STARTLING DISCOVERY,mapped_not_executable
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Sgs,Alice - Well-Read Whisper,character,011,36,1k8-2,triggered,MYSTICAL INSIGHT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cards-from-under,unsupported_engine_mechanic,Sgs,Alice - Well-Read Whisper,character,011,36,1k8-2,triggered,MYSTICAL INSIGHT,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,BIL,Angela - Night Warrior,character,011,187,BIL-2,static,ETERNAL NIGHT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,suppress-ability,unsupported_engine_mechanic,BIL,Angela - Night Warrior,character,011,187,BIL-2,static,ETERNAL NIGHT,unsupported_engine_mechanic
unsupported_targeting,ability,triggered,unsupported_targeting,Xmi,Anna - Little Sister,character,011,52,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,Xmi,Anna - Little Sister,character,011,52,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,Xmi,Anna - Little Sister,character,011,52,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,effect,put-on-bottom,unsupported_targeting,Xmi,Anna - Little Sister,character,011,52,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,Xmi,Anna - Little Sister,character,011,52,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,0ff,Anna - Little Sister,character,011,209,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,0ff,Anna - Little Sister,character,011,209,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,0ff,Anna - Little Sister,character,011,209,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,effect,put-on-bottom,unsupported_targeting,0ff,Anna - Little Sister,character,011,209,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,0ff,Anna - Little Sister,character,011,209,1hf-1,triggered,UNEXPECTED DISCOVERY,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,OZJ,Chernabog - Unnatural Force,character,011,77,1yh-1,triggered,DARK DANCE,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,OZJ,Chernabog - Unnatural Force,character,011,77,1yh-1,triggered,DARK DANCE,unsupported_choice
unsupported_choice,effect,conditional,unsupported_choice,OZJ,Chernabog - Unnatural Force,character,011,77,1yh-1,triggered,DARK DANCE,unsupported_choice
unsupported_targeting,ability,triggered,unsupported_targeting,dzM,Copper - Champion of the Forest,character,011,84,11t-2,triggered,MORE TO EXPLORE,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,dzM,Copper - Champion of the Forest,character,011,84,11t-2,triggered,MORE TO EXPLORE,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,dzM,Copper - Champion of the Forest,character,011,84,11t-2,triggered,MORE TO EXPLORE,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,snt,Darkwing Duck - Cool Under Pressure,character,011,192,snt-3,static,EVILDOERS BEWARE!,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,ihH,Darkwing Duck - Cool Under Pressure,character,011,239,snt-3,static,EVILDOERS BEWARE!,mapped_not_executable
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Yde,Donald Duck - Fred Honeywell,character,011,93,Yde-1,triggered,SPIRIT OF GIVING,unsupported_engine_mechanic
unsupported_trigger,trigger,boost,unsupported_trigger,Yde,Donald Duck - Fred Honeywell,character,011,93,Yde-1,triggered,SPIRIT OF GIVING,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,Yde,Donald Duck - Fred Honeywell,character,011,93,Yde-1,triggered,SPIRIT OF GIVING,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,Yde,Donald Duck - Fred Honeywell,character,011,93,Yde-1,triggered,SPIRIT OF GIVING,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,A85,Eeyore - In the Way,character,011,45,1ey-2,triggered,SORRY ABOUT THAT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,for-each-opponent,unsupported_engine_mechanic,A85,Eeyore - In the Way,character,011,45,1ey-2,triggered,SORRY ABOUT THAT,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,BB1,Eeyore - In the Way,character,011,226,1ey-2,triggered,SORRY ABOUT THAT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,for-each-opponent,unsupported_engine_mechanic,BB1,Eeyore - In the Way,character,011,226,1ey-2,triggered,SORRY ABOUT THAT,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,HGB,Elisa Maza - Transformed Gargoyle,character,011,112,153-1,static,FOREVER STRONG,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,stat-floor,unsupported_engine_mechanic,HGB,Elisa Maza - Transformed Gargoyle,character,011,112,153-1,static,FOREVER STRONG,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,nta,Fa Zhou - Honorable Warrior,character,011,110,12j-1,static,BATTLE WOUND,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,enters-with-damage,unsupported_engine_mechanic,nta,Fa Zhou - Honorable Warrior,character,011,110,12j-1,static,BATTLE WOUND,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,fkH,Genie - Magical Researcher,character,011,49,h4v-2,static,INCREASING WISDOM,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,RUK,Genie - Magical Researcher,character,011,210,h4v-2,static,INCREASING WISDOM,mapped_not_executable
mapped_not_executable,ability,replacement,mapped_not_executable,Vf6,Lilo - Bundled Up,character,011,195,Vf6-1,replacement,EXTRA LAYERS,mapped_not_executable
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Dfc,Mickey Mouse - Bob Cratchit,character,011,159,Dfc-1,triggered,HARD WORK,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,Dfc,Mickey Mouse - Bob Cratchit,character,011,159,Dfc-1,triggered,HARD WORK,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Dfc,Mickey Mouse - Bob Cratchit,character,011,159,Dfc-2,triggered,A GIVING HEART,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,Dfc,Mickey Mouse - Bob Cratchit,character,011,159,Dfc-2,triggered,A GIVING HEART,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cards-from-under,unsupported_engine_mechanic,Dfc,Mickey Mouse - Bob Cratchit,character,011,159,Dfc-2,triggered,A GIVING HEART,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,sdt,Mickey Mouse - Bob Cratchit,character,011,219,Dfc-1,triggered,HARD WORK,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,sdt,Mickey Mouse - Bob Cratchit,character,011,219,Dfc-1,triggered,HARD WORK,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,sdt,Mickey Mouse - Bob Cratchit,character,011,219,Dfc-2,triggered,A GIVING HEART,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,sdt,Mickey Mouse - Bob Cratchit,character,011,219,Dfc-2,triggered,A GIVING HEART,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cards-from-under,unsupported_engine_mechanic,sdt,Mickey Mouse - Bob Cratchit,character,011,219,Dfc-2,triggered,A GIVING HEART,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,g4Z,Minnie Mouse - Mrs. Cratchit,character,011,88,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,g4Z,Minnie Mouse - Mrs. Cratchit,character,011,88,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,g4Z,Minnie Mouse - Mrs. Cratchit,character,011,88,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,g4Z,Minnie Mouse - Mrs. Cratchit,character,011,88,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,VHR,Minnie Mouse - Mrs. Cratchit,character,011,213,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,VHR,Minnie Mouse - Mrs. Cratchit,character,011,213,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,VHR,Minnie Mouse - Mrs. Cratchit,character,011,213,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,VHR,Minnie Mouse - Mrs. Cratchit,character,011,213,18q-2,triggered,A MOTHER’S LOVE,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,wRv,Moana - Curious Explorer,character,011,155,moana-ce-1,static,ANCESTRAL LEGACY,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,uQE,Moana - Curious Explorer,character,011,242,moana-ce-1,static,ANCESTRAL LEGACY,mapped_not_executable
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,KXg,Morty Fieldmouse - Tiny Tim,character,011,157,KXg-1,triggered,HOLIDAY SPIRIT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,KXg,Morty Fieldmouse - Tiny Tim,character,011,157,KXg-1,triggered,HOLIDAY SPIRIT,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,KXg,Morty Fieldmouse - Tiny Tim,character,011,157,KXg-2,static,HOLIDAY CHEER,mapped_not_executable
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,0Bd,Roo - Little Helper,character,011,137,0Bd-1,activated,HOPPING IN,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,0Bd,Roo - Little Helper,character,011,137,0Bd-1,activated,HOPPING IN,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,cXq,Scrooge McDuck - Ghostly Ebenezer,character,011,104,11x-2,static,COUNTING COINS,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,cXq,Scrooge McDuck - Ghostly Ebenezer,character,011,104,11x-3,static,COUNTING COINS,mapped_not_executable
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,ySs,Scrooge McDuck - Reformed Ebenezer,character,011,152,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,ySs,Scrooge McDuck - Reformed Ebenezer,character,011,152,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,ySs,Scrooge McDuck - Reformed Ebenezer,character,011,152,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,ySs,Scrooge McDuck - Reformed Ebenezer,character,011,152,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,RUA,Scrooge McDuck - Reformed Ebenezer,character,011,235,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,RUA,Scrooge McDuck - Reformed Ebenezer,character,011,235,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,RUA,Scrooge McDuck - Reformed Ebenezer,character,011,235,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,RUA,Scrooge McDuck - Reformed Ebenezer,character,011,235,1yi-2,triggered,SPREADING JOY,unsupported_engine_mechanic
unsupported_condition,ability,triggered,unsupported_condition,EI1,Widow Tweed - Kindly Soul,character,011,26,i8u-1,triggered,I'VE GOT YOU,unsupported_condition
unsupported_condition,effect,sequence,unsupported_condition,EI1,Widow Tweed - Kindly Soul,character,011,26,i8u-1,triggered,I'VE GOT YOU,unsupported_condition
unsupported_condition,effect,conditional,unsupported_condition,EI1,Widow Tweed - Kindly Soul,character,011,26,i8u-1,triggered,I'VE GOT YOU,unsupported_condition
unsupported_condition,effect_condition,returned-card-is-named,unsupported_condition,EI1,Widow Tweed - Kindly Soul,character,011,26,i8u-1,triggered,I'VE GOT YOU,unsupported_condition
mapped_not_executable,ability,static,mapped_not_executable,C0z,Wreck-it Ralph - Raging Wrecker,character,011,103,2cc-2,static,POWERED UP,mapped_not_executable
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,H72,Come Out and Fight!,action,011,62,qk5-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,H72,Come Out and Fight!,action,011,62,qk5-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cards-from-under,unsupported_engine_mechanic,H72,Come Out and Fight!,action,011,62,qk5-1,action,,unsupported_engine_mechanic
unsupported_targeting,target,alias,unsupported_targeting,H72,Come Out and Fight!,action,011,62,qk5-1,action,,unsupported_engine_mechanic
unsupported_choice,ability,action,unsupported_choice,tmK,Do You Want to Build A Snowman?,action,011,61,ability,action,,unsupported_choice
unsupported_choice,effect,choice,unsupported_choice,tmK,Do You Want to Build A Snowman?,action,011,61,ability,action,,unsupported_choice
unsupported_choice,ability,action,unsupported_choice,PQZ,Let's Get Dangerous,action,011,198,w7s-1,action,,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,PQZ,Let's Get Dangerous,action,011,198,w7s-1,action,,unsupported_choice
unsupported_choice,effect,scry,unsupported_choice,PQZ,Let's Get Dangerous,action,011,198,w7s-1,action,,unsupported_choice
unsupported_choice,ability,action,unsupported_choice,p0y,Let's Get Dangerous,action,011,240,w7s-1,action,,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,p0y,Let's Get Dangerous,action,011,240,w7s-1,action,,unsupported_choice
unsupported_choice,effect,scry,unsupported_choice,p0y,Let's Get Dangerous,action,011,240,w7s-1,action,,unsupported_choice
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,RW2,Visiting Christmas Past,action,011,162,z49-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,move-cards-from-under,unsupported_engine_mechanic,RW2,Visiting Christmas Past,action,011,162,z49-1,action,,unsupported_engine_mechanic
unsupported_targeting,target,selector,unsupported_targeting,RW2,Visiting Christmas Past,action,011,162,z49-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,aZ8,Wisdom of the Willow,action,011,31,1aj-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,create-triggered-ability,unsupported_engine_mechanic,aZ8,Wisdom of the Willow,action,011,31,1aj-1,action,,unsupported_engine_mechanic
unsupported_targeting,ability,triggered,unsupported_targeting,uei,Containment Unit,item,011,203,1bl-2,triggered,POWER SUPPLY,unsupported_targeting
unsupported_targeting,effect,or,unsupported_targeting,uei,Containment Unit,item,011,203,1bl-2,triggered,POWER SUPPLY,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,uei,Containment Unit,item,011,203,1bl-2,triggered,POWER SUPPLY,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,uei,Containment Unit,item,011,203,1bl-2,triggered,POWER SUPPLY,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,1U5,John Smith's Compass,item,011,33,13c-1,triggered,SPINNING ARROW,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,1U5,John Smith's Compass,item,011,33,13c-1,triggered,SPINNING ARROW,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,1U5,John Smith's Compass,item,011,33,13c-1,triggered,SPINNING ARROW,unsupported_targeting
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,NgK,Kristoff's Lute,item,011,133,ycf-1,activated,MOMENT OF INSPIRATION,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,NgK,Kristoff's Lute,item,011,133,ycf-1,activated,MOMENT OF INSPIRATION,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,or,unsupported_engine_mechanic,NgK,Kristoff's Lute,item,011,133,ycf-1,activated,MOMENT OF INSPIRATION,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,mill,unsupported_engine_mechanic,NgK,Kristoff's Lute,item,011,133,ycf-1,activated,MOMENT OF INSPIRATION,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,activated,unsupported_engine_mechanic,zMB,Lonely Grave,item,011,132,1cz-1,activated,HAUNTING PRESENCE,unsupported_engine_mechanic
unsupported_cost,cost,banishCharacter,unsupported_cost,zMB,Lonely Grave,item,011,132,1cz-1,activated,HAUNTING PRESENCE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,zMB,Lonely Grave,item,011,132,1cz-1,activated,HAUNTING PRESENCE,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,JXM,The Thunderquack,item,011,202,1ba-1,static,VIGILANTE JUSTICE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,property-modification,unsupported_engine_mechanic,JXM,The Thunderquack,item,011,202,1ba-1,static,VIGILANTE JUSTICE,unsupported_engine_mechanic
unsupported_targeting,ability,triggered,unsupported_targeting,Rs3,Darkwing Tower - Icy Headquarters,location,011,204,1bz-1,triggered,EVIL VANQUISHED,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,Rs3,Darkwing Tower - Icy Headquarters,location,011,204,1bz-1,triggered,EVIL VANQUISHED,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,Rs3,Darkwing Tower - Icy Headquarters,location,011,204,1bz-1,triggered,EVIL VANQUISHED,unsupported_targeting
unsupported_targeting,effect,ready,unsupported_targeting,Rs3,Darkwing Tower - Icy Headquarters,location,011,204,1bz-1,triggered,EVIL VANQUISHED,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,Rs3,Darkwing Tower - Icy Headquarters,location,011,204,1bz-1,triggered,EVIL VANQUISHED,unsupported_targeting
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,gta,Graveyard of Christmas Future - Lonely Resting Place,location,011,135,aa3-1,triggered,NEW ARRIVAL,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,gta,Graveyard of Christmas Future - Lonely Resting Place,location,011,135,aa3-1,triggered,NEW ARRIVAL,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,gta,Graveyard of Christmas Future - Lonely Resting Place,location,011,135,aa3-2,triggered,ANOTHER CHANCE,unsupported_engine_mechanic
